账号名,粉丝数,笔记标题,点赞数,收藏数,评论数,阅读量,发布时间,标签
张司机在路上,未知,Claude Code团队都在使用的终端软件Ghostty,3864,,,03-12,#ClaudeCode
第四种黑猩猩,未知,15分钟Claude Code小白入门,22000,,,02-09,#ClaudeCode
惠远,未知,降额度+速率限制，Claude没法用了,221,,,1天前,#ClaudeCode
万有引力AI,未知,Claude skills最佳实践，强烈推荐你试试,1719,,,03-03,#ClaudeCode
菜菜爱编程,未知,还有多少人不知道Claude Code 的这个坑？,243,,,1天前,#ClaudeCode
yx,未知,Claude code 真的是劳模啊！,302,,,4天前,#ClaudeCode
Johnil,未知,这么做让我ClaudeCode 再也没封过号,60,,,02-27,#ClaudeCode
小方薯,未知,VSCode + Claude Code，no TUI 🚫,41,,,5天前,#ClaudeCode
Yanlin,未知,终于不用一直按 Yes 了,9,,,4天前,#ClaudeCode
陈工今天不加班,未知,2026国内如何使用Claude Code开发,514,,,03-18,#ClaudeCode
Lingyu,未知,ClaudeCode Opus 4.6省钱渠道研究,165,,,03-14,#ClaudeCode
Neen学数据,未知,别把CLAUDE.md当普通提示词！让Ai变工程师,614,,,03-01,#ClaudeCode
用人摸AI的鱼,未知,Claude Code 更新了！真的省Token了吗？,20,,,1天前,#ClaudeCode
Johnil,未知,据说Claude code调整了策略,215,,,3天前,#ClaudeCode
丽萨说,未知,重度使用Claude Code之后 工作比在投行还累,437,,,03-19,#ClaudeCode
叫我云姐,未知,原来1小时现在只需10分钟|AI自动帮你剪辑好,145,,,03-14,#ClaudeCode
金哥,未知,我省了5万，用Claude Code花两天时间做了一,1604,,,2025-10-17,#ClaudeCode
秒秒Guo,未知,当我vibe coding，我教claude画它自己👾💻,1837,,,03-15,#ClaudeCode
幽灵系宝可梦训练大师,未知,天下苦Anthropic 久矣,383,,,4天前,#ClaudeCode
清华鑫哥讲AI智能体,未知,Claude Code创始人洞察：人们不会做新事情,303,,,昨天,#ClaudeCode
碎冰,未知,0基础5分钟搞定Claude Code 开启无限可能,7006,,,6天前,#ClaudeCode
Serena心心加州,未知,别再手动剪辑!我用Claude Code复刻小Lin说,4514,,,03-18,#ClaudeCode
生生,未知,Codex 不只是写代码，我现在直接拿它养龙虾,200,,,03-16,#ClaudeCode
司南,未知,Codex 插件别乱装，先装这 10 个,82,,,1天前,#ClaudeCode
小红薯7F6688,未知,别再折腾拼车号了，Codex 无限续杯真的香,39,,,03-08,#ClaudeCode
进击的小晨,未知,我用一晚上做了个让 Codex 用起来更爽的,138,,,02-22,#ClaudeCode
dashdash,未知,VibeCoding已经可以可视化对齐需求了…！,713,,,6天前,#AI编程
💡马格里布,未知,2026 年AI编程工具看这篇,1277,,,01-21,#AI编程
404K,未知,openclaw使用9天实际感受！,151,,,02-22,#OpenClaw
罗罗 Edward,未知,分享一下我是怎么用 OpenClaw+Obsidian 的,199,,,03-13,#OpenClaw
库森说AI,未知,发现了Claude Opus的野路子,1237,,,02-27,#AI工具
Bluebarry,未知,阿里新agent，白嫖opus4.6！,35,,,2天前,#AI工具
布丁西米露,未知,最近在用这个AI工具有点用不满…,2,,,1小时前,#AI工具
宇微,未知,12分钟掌握最强AI Agent：Claude Code,2364,,,未知,#ClaudeCode
Santa,未知,需求征集--产品经理工作流程AI化,355,,,未知,#产品经理
心晴九天,未知,Agent Harness，一篇就够了。,212,,,未知,#AI Agent
马克波MarkWave,未知,飞书多Bot配置太绕？Skill实现一键创建自由,27,,,未知,#OpenClaw
流风流,未知,被迫要vibecoding的产品,534,,,未知,#AI编程
一级棒的饲养员,未知,AI PPT终局：全TM辣鸡，最终还是靠Opus,176,,,未知,#AI工具
OpenClaw 开发社区,未知,烧了几千亿，AI巨头最终给苹果打工,1318,,,1天前,#OpenClaw
小红帽Leah🍄,未知,推荐产品经理多试试Lovart,1743,,,2025-08-16,#产品经理
石不敢当,未知,每天vibe coding7小时这是我的完整工作流,3900,,,03-18,#AI编程
火羽Fire Plume,未知,别藏了！快晒晒你们用 Vibe Coding 搓的作品,3489,,,03-20,#AI编程
库森说AI,未知,Claude+Codex+Gemini 我的AI编程最佳组合,57,,,3天前,#AI编程
💡马格里布,未知,2026 年AI编程工具看这篇,1277,,,01-21,#AI编程
金哥,未知,我省了5万，用Claude Code花两天时间做了一,1604,,,2025-10-17,#AI编程
数字榫叔,未知,7x24小时VibeCoding,56,,,01-27,#AI编程
AIGCLINK,未知,谷歌心善！Antigravity免费用Opus 4.6,557,,,02-11,#AI工具
秒秒Guo,未知,当我vibe coding，我教claude画它自己👾💻,1837,,,03-15,#AI编程
全自动路亚,未知,分析下极致抠门的AI code plan方案和工具链,392,,,03-13,#AI编程
阿图 AI,未知,字节出了个AI编程工具 程序员炸了,2,,,9小时前,#AI编程
好记星.ai,未知,看他用ClaudeCode让我感觉自己像个新兵蛋子,4750,,,2025-10-31,#ClaudeCode
飞渔,未知,个人体感最佳穷鬼套餐,308,,,01-25,#AI编程
花卷,未知,让十几个Agent吵架几乎可以解决一切问题！,114,,,3天前,#AI Agent
龙森Longson,未知,很多开发者都低估了AI编程的发展,147,,,03-17,#AI编程
Jarvis(龙虾劫持版),未知,GitHub 12万星！给AI编程助手装上'超能力',2,,,2小时前,#AI编程
智东西,未知,"屎山"有救了！Claude之父发布了简化插件,655,,,01-09,#ClaudeCode
第九比特AGI,未知,两大 AI 编码思维框架的实践对比,287,,,03-22,#AI编程
清华鑫哥讲AI智能体,未知,26年AI编程进入第三代范式Harness Engineer,523,,,5天前,#AI编程
dashdash,未知,VibeCoding已经可以可视化对齐需求了…！,713,,,6天前,#AI编程
Peter只想躺,未知,AI Coding排行榜（个人排序）,839,,,2025-06-21,#AI编程
Alpha Mao,未知,推荐一些 Antigravity 提升效率的实用插件,472,,,02-23,#AI编程
古法编程手艺人,未知,用AI写代码，6个月后团队停工三周白干,172,,,5天前,#AI编程
Hans,未知,最适合Vibe Coder产品获客的海外平台排序,172,,,未知,#AI编程
Chris,未知,AI足球模型,1,,,未知,#AI工具
章鱼小肉包,未知,被开除后，我用AI编程赚到了第一笔稿费,328,,,未知,#AI编程
算法猪饲料,未知,一个月通过AI编程副业赚了4500,890,,,未知,#AI编程
捣弄AI,未知,程序员转行AI赛道有多香？薪资翻倍干货分享,2100,,,未知,#AI编程
小风的产品笔记,未知,非技术背景也能做AI产品经理,567,,,未知,#产品经理
科技进化论,未知,2026年AI产品经理能力模型,1203,,,未知,#AI产品经理
AI研究生,未知,为什么AI产品经理这么火？,445,,,未知,#AI产品经理
商业产品圆桌,未知,AI时代的产品经理思维转变,789,,,未知,#产品经理
AI研究院,未知,大模型能力边界与产品机会,2341,,,未知,#AI产品经理
Tech独角兽,未知,AI PM面试高频问题及答案,1650,,,未知,#AI产品经理
AI产品拆解,未知,深入解析Claude Code产品设计,980,,,未知,#ClaudeCode
AI周观察,未知,本周AI编程圈发生了哪些大事,654,,,未知,#AI编程
独立开发者日记,未知,从0到1用Claude Code开发一个SaaS,3400,,,未知,#AI编程
AI工具测评,未知,最好用的5个AI编程工具对比,2100,,,未知,#AI编程
创业中的程序员,未知,AI编程让我一个人顶一个团队,4500,,,未知,#AI编程
CodeCraft,未知,Vibe Coding实战技巧分享,1890,,,未知,#AI编程
AI开发日志,未知,OpenClaw与Claude Code联动用法,1200,,,未知,#OpenClaw
小龙虾养殖指南,未知,OpenClaw Skills推荐第三期,870,,,未知,#OpenClaw
AI便利店,未知,适合普通人的AI工具清单2026版,3400,,,未知,#AI工具
AIPM咖啡馆,未知,产品经理的AI工具箱,560,,,未知,#产品经理
AI布道者,未知,让更多人用上AI工具,2890,,,未知,#AI工具
Code与梦想,未知,AI编程改变了我的人生轨迹,2300,,,未知,#AI编程
AI产品新观察,未知,2026年最值得关注的AI赛道,1100,,,未知,#AI产品经理
编程新手村,未知,AI编程入门完全指南,4200,,,未知,#AI编程
养虾日记,未知,OpenClaw使用心得分享第10期,640,,,未知,#OpenClaw
AI从业者说,未知,AI行业真实薪资大揭秘,3200,,,未知,#AI资讯
AI学堂,未知,Claude Code进阶使用技巧,1800,,,未知,#ClaudeCode
产品汪的AI之路,未知,文科生如何转型AI产品经理,980,,,未知,#AI产品经理
AI编程工坊,未知,Claude Code实战案例分析,1500,,,未知,#ClaudeCode
OpenClaw爱好者,未知,OpenClaw新手入门必看,750,,,未知,#OpenClaw
AI工具箱,未知,提升效率的AI工具组合推荐,2100,,,未知,#AI工具
程序员小王,未知,AI编程让我告别996,3400,,,未知,#AI编程
AI每日分享,未知,AI圈今日热点资讯,450,,,未知,#AI资讯
PM咖啡馆,未知,产品经理的AI赋能之路,670,,,未知,#产品经理
AI觉醒,未知,用AI工具实现副业变现,2800,,,未知,#AI工具
编程与AI,未知,Claude Code替代传统IDE的思考,1900,,,未知,#ClaudeCode
龙虾养殖专家,未知,OpenClaw进阶技巧第5期,920,,,未知,#OpenClaw
AI效率工具,未知,AI编程工具年度盘点,1650,,,未知,#AI编程
科技圈内幕,未知,AI公司内部工作流程曝光,2300,,,未知,#AI资讯
产品成长笔记,未知,AI时代的PM能力升级,830,,,未知,#产品经理
AI实验室,未知,深入测试Claude Code新功能,1400,,,未知,#ClaudeCode
创业青年说,未知,AI创业的真实故事,3100,,,未知,#AI创业
编程小白进阶,未知,AI编程学习路径分享,2600,,,未知,#AI编程
OpenClaw极客,未知,OpenClaw高阶用法探索,1100,,,未知,#OpenClaw
AI工具精选,未知,本周最值得尝试的AI工具,780,,,未知,#AI工具
产品笔记大全,未知,AI产品经理工作日常,540,,,未知,#AI产品经理
Code探索者,未知,AI编程最佳实践2026版,1750,,,未知,#AI编程
AI资讯站,未知,AI行业最新动态速递,620,,,未知,#AI资讯
龙虾饲养员,未知,OpenClaw使用中的常见问题,390,,,未知,#OpenClaw
AI学习日记,未知,我的AI学习之路分享,1200,,,未知,#AI工具
产品思维说,未知,AI时代的产品设计思维,890,,,未知,#产品经理
Claude爱好者,未知,Claude Code与工作的结合,1450,,,未知,#ClaudeCode
AI工具博士,未知,AI工具深度评测报告,2100,,,未知,#AI工具
程序员茶馆,未知,AI编程圈的一周总结,730,,,未知,#AI编程
OpenClaw布道师,未知,OpenClaw生态发展前景,1680,,,未知,#OpenClaw
AI产品圈,未知,AI产品经理面试经验谈,950,,,未知,#AI产品经理
编程有话说,未知,AI编程的优劣势分析,1100,,,未知,#AI编程
科技前沿观察,未知,AI技术发展趋势预测,2800,,,未知,#AI资讯
PM进阶之路,未知,AI时代的产品经理进化,1050,,,未知,#产品经理
Code农场,未知,AI编程实战经验总结,1370,,,未知,#AI编程
龙虾观察家,未知,OpenClaw用户访谈第3期,620,,,未知,#OpenClaw
AI工具箱Pro,未知,AI工具高效组合用法,1890,,,未知,#AI工具
产品进化论,未知,AI如何改变产品管理工作,780,,,未知,#产品经理
AI编程派,未知,Claude Code使用心得第8期,1120,,,未知,#ClaudeCode
科技二三事,未知,AI圈的那些有趣事,540,,,未知,#AI资讯
OpenClaw日记,未知,我的OpenClaw使用记录,830,,,未知,#OpenClaw
AI效率派,未知,AI工具提升工作效率实例,1680,,,未知,#AI工具
程序员周刊,未知,AI编程圈本周热点,670,,,未知,#AI编程
产品洞察,未知,AI产品机会分析报告,2150,,,未知,#AI产品经理
AI研究所,未知,Claude Code技术原理剖析,1430,,,未知,#ClaudeCode
龙虾世界,未知,OpenClaw生态周报,520,,,未知,#OpenClaw
AI早知道,未知,每日AI资讯速递,380,,,未知,#AI资讯
PM工具箱,未知,产品经理必备AI工具,890,,,未知,#产品经理
Code实验室,未知,AI编程实验与发现,1260,,,未知,#AI编程
科技新鲜事,未知,AI技术最新进展,2340,,,未知,#AI资讯
产品经理成长,未知,AI时代PM成长指南,720,,,未知,#产品经理
AI编程日记,未知,我的AI编程学习心得,980,,,未知,#AI编程
OpenClaw粉丝,未知,OpenClaw新手常见问题解答,450,,,未知,#OpenClaw
AI学堂Pro,未知,AI工具使用教程精选,1560,,,未知,#AI工具
Code技巧社,未知,AI编程技巧与窍门,1130,,,未知,#AI编程
龙虾研究院,未知,OpenClaw技术解读,790,,,未知,#OpenClaw
AI快讯,未知,AI圈最新消息汇总,430,,,未知,#AI资讯
产品人AI课,未知,AI产品经理入门必修,1100,,,未知,#AI产品经理
